account_handle,tweet_count,retweet_count,original_count,quote_count,retweet_ratio,first_retweeter_count,unique_retweeted_tweet_count,unique_retweeted_author_count,retweets_to_member_count,retweets_to_member_ratio,top_amplified_count,top_amplified_share,hashtag_count,mention_count,followers_count,friends_count,statuses_count,account_age_days,default_profile,default_profile_image,is_blue_verified,network_component_size,network_neighbor_count,network_weighted_degree,network_within_15m_weight,network_within_60m_weight,network_max_shared_edge,cohort_count,cohort_max_size,cohort_max_cascade_count,role_retail_user,role_amplifier_suspect,role_media_business,role_journalist_public_figure,role_source_hub,first_retweeter_ratio,propagation_lead_count,coordination_score,analyst_label
KyrPantelis3,14,13,1,1,0.9286,11,13,13,0,0.0,1,0.0769,1,0,392,2410,15209,1382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.003,11,47.02,
ledentiste2,17,13,4,4,0.7647,13,13,11,2,0.1538,2,0.1538,11,1,2597,3335,37701,2129,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0035,13,46.86,
ArgirNik,22,16,6,6,0.7273,11,16,10,6,0.375,3,0.1875,6,5,831,514,156319,5328,1,0,0,135,18,44,5,9,4,1,41,4,1,0,0,0,0,0.003,11,46.71,
ThanosTzimeros,35,25,10,10,0.7143,13,25,21,7,0.28,3,0.12,3,0,68634,1702,41519,5288,1,0,0,135,8,27,6,16,7,1,64,217,0,0,1,0,0,0.0035,13,46.65,
K_Sav215,193,99,94,28,0.513,72,99,63,19,0.1919,6,0.0606,122,56,1162,1134,78799,1718,1,1,0,135,41,206,21,93,14,1,64,217,0,0,0,0,0,0.0195,72,46.44,
dimitris7987,29,25,4,9,0.8621,6,25,17,11,0.44,5,0.2,4,13,935,548,38994,437,1,0,0,135,27,105,1,5,11,1,41,4,0,0,0,0,0,0.0016,6,46.27,
FrankiKostas,4,4,0,0,1.0,1,4,4,2,0.5,1,0.25,0,1,2678,2328,55192,4051,1,0,0,135,3,8,1,4,3,1,64,217,0,0,0,0,0,0.0003,1,46.25,
ZYNkD4UIaXYsoaL,4,4,0,1,1.0,4,4,4,1,0.25,1,0.25,0,1,1099,1447,71353,2729,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,4,46.25,
AlexAlexroll,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,1,346,271,33463,5765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
AsimakosGiannis,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,374,341,6289,1426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
ClarkGBeul,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,2686,2088,40015,1501,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
DimitrisP69501,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,40,240,850,146,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Georgia146690,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,1,0,77,84,2044,232,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Kabamaru__n,1,1,0,1,1.0,1,1,1,0,0.0,1,1.0,0,0,11,4,486,778,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Konstan18155165,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,1,0,36,215,540,409,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Kostas18748292,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,602,809,19570,2063,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Lucy75218876,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,4086,1568,53343,1655,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Marria198,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,1,1057,973,10229,1022,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Masprixate,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,1173,1252,12716,3631,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Pia_Soun,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,1,3,559,554,44035,5083,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
PiraeusStef,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,2058,2281,39844,5467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
Yiorgos4115671,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,1,319,1968,28803,540,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
alexpretti1312,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,3,180,299,1621,85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
blackadder_3rd,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,1632,1183,30583,5094,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
correll_caus,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,209,254,5917,742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
gaou__biou,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,1,0,1065,921,31357,2059,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
mystical_hell,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,86,124,2216,870,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
papa_vaso,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,1322,1352,25309,4059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
sokpap,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,1,2,191,285,5548,5431,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
t_thalatta,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,37,133,498,567,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
vagelis_ts,1,1,0,0,1.0,1,1,1,0,0.0,1,1.0,0,0,54,180,1666,1718,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,46.25,
anastassios2401,10,9,1,1,0.9,8,9,9,2,0.2222,1,0.1111,1,0,7554,5669,123355,4898,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0022,8,45.94,
georgekouts62,3,3,0,1,1.0,2,3,3,1,0.3333,1,0.3333,3,0,5029,5012,29109,3554,1,0,0,135,1,2,0,0,2,0,0,0,0,0,0,0,0,0.0005,2,45.83,
ArisBJJ,27,21,6,9,0.7778,9,21,17,8,0.381,3,0.1429,9,3,3251,1350,16530,5465,0,0,1,135,16,50,5,22,9,1,64,217,0,0,0,0,0,0.0024,9,45.62,
themagus2022,12,11,1,1,0.9167,9,11,11,1,0.0909,1,0.0909,7,0,243,482,17142,1337,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0024,9,45.61,
g_m_theo,23,18,5,7,0.7826,7,18,13,8,0.4444,4,0.2222,1,2,6361,5677,60304,4101,1,0,0,135,21,60,6,24,7,1,64,217,0,0,1,0,0,0.0019,7,45.03,
4lhc_athens,4,2,2,0,0.5,2,2,1,2,1.0,2,1.0,1,4,239,251,3529,208,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0005,2,45.0,
Electra306,4,4,0,3,1.0,3,4,4,1,0.25,1,0.25,0,0,5209,2752,133167,2242,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,3,45.0,
ElinaKoliop,4,4,0,0,1.0,3,4,4,1,0.25,1,0.25,0,0,458,454,25220,1313,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,3,45.0,
Evitel_,4,4,0,0,1.0,0,4,4,2,0.5,1,0.25,0,0,2501,1280,49592,5536,0,0,1,135,8,17,1,3,3,1,41,4,0,0,0,0,0,0.0,0,45.0,
Realism_47,4,4,0,0,1.0,3,4,4,1,0.25,1,0.25,0,0,1238,4249,20316,1896,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,3,45.0,
Volcom40893832,4,4,0,0,1.0,1,4,3,1,0.25,2,0.5,1,4,835,839,13053,2581,1,0,0,135,5,10,0,1,2,0,0,0,0,0,0,0,0,0.0003,1,45.0,
chrisvwgolf,4,4,0,0,1.0,3,4,4,1,0.25,1,0.25,4,0,52,32,8666,1258,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,3,45.0,
crazy_cat_lados,4,4,0,2,1.0,4,4,3,0,0.0,2,0.5,0,1,2119,2019,34402,4426,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,4,45.0,
Harhalas,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,0,0,16123,3203,207658,3025,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,45.0,
M_Efstathiou,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,2,0,367,502,7392,3397,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
Snow83189825,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,2,0,654,900,5802,1570,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
TDrodopoulou,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,0,0,208,145,5931,1157,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
TetraLogiki,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,0,0,3101,1812,30366,2693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
desevmoi,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,0,0,179,206,717,1100,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
epaggelmatiassk,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,0,0,3547,2544,108905,2962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
leonidasHG,1,1,0,1,1.0,0,1,1,0,0.0,1,1.0,2,3,1138,1625,28660,5297,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
loudovikos14os,1,1,0,0,1.0,0,1,1,0,0.0,1,1.0,0,0,449,343,22249,3948,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,45.0,
CroniusZeus,3,3,0,1,1.0,1,3,3,1,0.3333,1,0.3333,0,0,1495,2881,18292,2460,1,0,0,135,1,2,0,0,2,0,0,0,0,0,0,0,0,0.0003,1,44.58,
nesgrego,4,3,1,0,0.75,1,3,2,2,0.6667,2,0.6667,0,0,5268,2571,16246,4388,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,44.17,
foivos_trikkis_,24,16,8,6,0.6667,16,16,16,0,0.0,1,0.0625,6,2,1523,822,38864,2181,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0043,16,43.96,
aikarerina,2,1,1,0,0.5,1,1,1,1,1.0,1,1.0,1,0,2572,3104,26592,1955,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0003,1,43.75,
KVagos42117,10,9,1,0,0.9,8,9,7,0,0.0,2,0.2222,0,0,90,126,3589,1037,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0022,8,43.72,
evangelia_re,9,8,1,0,0.8889,3,8,8,4,0.5,1,0.125,3,2,5622,4619,15246,6053,1,0,0,135,7,19,1,6,4,1,64,217,0,1,0,0,0,0.0008,3,43.61,
Lalunaromantico,8,6,2,1,0.75,5,6,5,3,0.5,2,0.3333,3,2,2047,1045,23996,4131,1,0,0,135,2,4,1,3,2,1,41,4,0,0,0,0,0,0.0014,5,43.33,
InafiZinaf1,3,3,0,0,1.0,0,3,3,1,0.3333,1,0.3333,0,0,559,174,1123,402,1,0,0,135,5,11,0,2,3,0,0,0,0,0,0,0,0,0.0,0,43.33,
kimosampe,3,3,0,0,1.0,0,3,3,1,0.3333,1,0.3333,0,0,1034,1455,19813,5184,0,0,0,135,1,2,0,2,2,1,41,4,0,0,0,0,0,0.0,0,43.33,
stefanakiir3,3,3,0,0,1.0,0,3,3,1,0.3333,1,0.3333,4,0,893,653,28996,3682,1,0,0,135,1,2,1,2,2,1,41,4,0,0,0,0,0,0.0,0,43.33,
jparthen,18,14,4,6,0.7778,10,14,11,1,0.0714,3,0.2143,0,8,559,485,46817,6052,0,0,0,135,6,13,1,5,3,1,64,217,0,0,1,0,0,0.0027,10,42.94,
Asmoudis13,2,2,0,0,1.0,2,2,2,0,0.0,1,0.5,3,0,48,562,2168,353,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,42.5,
IvanZak13,2,2,0,0,1.0,2,2,2,0,0.0,1,0.5,0,0,623,4436,13645,1940,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,42.5,
RGialama8386,2,2,0,1,1.0,2,2,2,0,0.0,1,0.5,0,0,104,421,2269,348,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,42.5,
akrato,2,2,0,0,1.0,2,2,2,0,0.0,1,0.5,0,0,2459,3873,28273,6324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,42.5,
milinimaria,2,2,0,0,1.0,2,2,2,0,0.0,1,0.5,0,0,2755,1259,26716,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,42.5,
AnAthenianToLDN,34,20,14,12,0.5882,15,20,20,3,0.15,1,0.05,1,1,22274,2366,229688,5446,0,0,0,135,7,17,4,9,5,1,41,4,0,0,1,0,0,0.0041,15,42.09,
ThanosKten,4,3,1,1,0.75,2,3,3,2,0.6667,1,0.3333,0,0,687,661,6702,474,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,42.08,
Ralia1Raily,3,3,0,0,1.0,3,3,3,0,0.0,1,0.3333,0,0,598,642,16582,1709,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,3,42.08,
Local_Bureau,8,7,1,3,0.875,4,7,5,1,0.1429,3,0.4286,0,2,9377,1294,136141,3900,0,0,0,135,1,2,0,1,2,0,0,0,0,1,0,0,0,0.0011,4,42.05,
NonameTZ,16,15,1,5,0.9375,3,15,14,4,0.2667,2,0.1333,12,12,500,602,20201,5451,0,0,0,135,16,50,2,26,8,1,64,217,0,1,0,0,0,0.0008,3,41.9,
vel_theGreek,7,6,1,1,0.8571,0,6,6,4,0.6667,1,0.1667,4,2,10210,4194,145299,2646,1,0,0,135,3,8,0,3,4,1,41,4,0,1,0,0,0,0.0,0,41.67,
dkDurcGYTIpZdKl,10,9,1,0,0.9,3,9,9,3,0.3333,1,0.1111,5,5,3438,2374,97647,3206,1,0,0,135,18,54,2,8,7,1,41,4,0,0,1,0,0,0.0008,3,41.36,
doubamari,9,7,2,0,0.7778,1,7,5,4,0.5714,3,0.4286,5,7,6022,1657,198134,5337,0,0,0,135,6,15,3,9,3,1,64,217,0,0,1,0,0,0.0003,1,41.33,
JanSobiesk1683V,2,2,0,1,1.0,1,2,2,0,0.0,1,0.5,0,0,912,2139,35182,1674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,41.25,
OratiosPoulos,2,2,0,0,1.0,1,2,2,0,0.0,1,0.5,0,0,4782,1234,55342,1726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,41.25,
RunManLXXIII,2,2,0,0,1.0,1,2,2,0,0.0,1,0.5,2,2,40,49,2191,884,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,41.25,
Savaso1955,2,2,0,0,1.0,1,2,2,0,0.0,1,0.5,0,0,110,353,893,979,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,41.25,
antonis_zen,2,2,0,0,1.0,1,2,2,0,0.0,1,0.5,0,0,942,1336,8618,1487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,41.25,
freemindspirits,13,9,4,3,0.6923,9,9,5,0,0.0,5,0.5556,0,0,1441,3101,101022,5096,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0024,9,41.04,
KosmidisStathis,6,5,1,0,0.8333,3,5,5,2,0.4,1,0.2,2,0,9701,5719,81690,4192,1,0,0,135,3,6,0,3,2,1,41,4,0,0,1,0,0,0.0008,3,40.92,
steiger_st28082,17,13,4,0,0.7647,9,13,11,1,0.0769,2,0.1538,0,10,2138,3168,130373,1129,1,0,0,135,10,22,3,12,3,1,41,4,1,0,0,0,0,0.0024,9,40.71,
AthanasiouCccp,25,18,7,7,0.72,8,18,16,5,0.2778,2,0.1111,3,2,6153,5376,145566,4870,1,0,0,135,4,8,1,4,2,1,41,4,0,0,1,0,0,0.0022,8,40.48,
Klearxos8,2,2,0,0,1.0,0,2,2,0,0.0,1,0.5,0,1,1247,2680,27393,1800,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,40.0,
tazmanolis,14,10,4,5,0.7143,10,10,9,0,0.0,2,0.2,0,16,14630,6102,361690,2441,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0027,10,39.5,
communakios,5,4,1,1,0.8,1,4,4,2,0.5,1,0.25,0,1,4377,1119,52650,1581,1,0,0,135,3,7,2,6,3,1,64,217,0,0,0,0,0,0.0003,1,39.25,
CMentat,7,6,1,3,0.8571,6,6,6,0,0.0,1,0.1667,0,0,531,660,7143,588,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0016,6,39.17,
EthanAnargyrous,7,6,1,1,0.8571,4,6,6,1,0.1667,1,0.1667,0,1,1171,962,40226,2839,1,0,0,135,3,8,0,2,3,0,0,0,0,1,0,0,0,0.0011,4,39.17,
57lista,19,12,7,7,0.6316,6,12,10,6,0.5,2,0.1667,0,0,1666,1551,15969,1698,1,0,0,135,9,31,2,8,6,1,64,217,0,0,0,0,0,0.0016,6,38.77,
SagamoreMount,4,4,0,1,1.0,1,4,4,0,0.0,1,0.25,0,3,134,425,4138,603,1,0,0,135,3,7,1,6,3,1,64,217,0,0,0,0,0,0.0003,1,38.75,
kostasp194,6,4,2,0,0.6667,1,4,4,3,0.75,1,0.25,2,4,3530,4122,47829,3425,1,0,0,135,1,2,0,0,2,0,0,0,0,0,0,0,0,0.0003,1,38.33,
anarchistdonkey,13,10,3,3,0.7692,8,10,10,0,0.0,1,0.1,6,0,5624,2370,160251,4494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0022,8,37.92,
oldfileles,3,1,2,1,0.3333,1,1,1,1,1.0,1,1.0,0,1,25991,5102,19918,3978,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,37.92,
0nyxas,4,3,1,1,0.75,2,3,3,1,0.3333,1,0.3333,3,0,6944,2590,84894,3521,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,37.08,
hellaspecial,4,3,1,1,0.75,2,3,3,1,0.3333,1,0.3333,2,0,5657,4362,162822,2818,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0005,2,37.08,
PanosStayis,3,2,1,1,0.6667,1,2,2,1,0.5,1,0.5,0,0,348,351,6860,1065,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003,1,37.08,
parodynews,16,11,5,6,0.6875,9,11,11,0,0.0,1,0.0909,0,1,3576,4100,180134,6005,0,0,0,135,1,3,0,0,3,0,0,0,0,0,1,0,0,0.0024,9,36.22,
Mrpresidentgr,13,10,3,3,0.7692,4,10,10,2,0.2,1,0.1,4,2,3843,2987,54271,6184,1,0,1,135,7,16,1,4,4,1,41,4,0,0,0,1,0,0.0011,4,35.92,
lordos_noble,3,2,1,0,0.6667,2,2,1,0,0.0,2,1.0,0,0,1318,983,109080,2195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,35.83,
Hlsn0iQdRGXJ7lw,5,3,2,0,0.6,1,3,3,2,0.6667,1,0.3333,5,1,1350,2101,42822,1726,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,35.58,
amantomatimou,23,13,10,12,0.5652,12,13,13,0,0.0,1,0.0769,6,1,5609,558,82706,5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0033,12,35.55,
seriousthreat98,5,4,1,3,0.8,4,4,4,0,0.0,1,0.25,3,1,819,430,13788,1197,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0011,4,35.5,
ippotech,10,7,3,1,0.7,3,7,6,2,0.2857,2,0.2857,0,5,3985,4568,81568,5503,0,0,0,135,1,2,0,0,2,0,0,0,0,0,0,0,0,0.0008,3,35.39,
consue_banana_,9,6,3,1,0.6667,6,6,6,1,0.1667,1,0.1667,1,3,3693,2381,27185,604,1,0,0,135,3,7,0,3,3,0,0,0,0,0,0,0,0,0.0016,6,35.0,
DDeppied,6,5,1,2,0.8333,3,5,5,0,0.0,1,0.2,0,0,3807,2897,30983,3063,1,0,0,135,1,2,1,2,2,1,41,4,0,0,0,0,0,0.0008,3,34.92,
kostasagg1965,12,7,5,6,0.5833,7,7,7,2,0.2857,1,0.1429,0,0,364,7223,35010,1454,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0019,7,34.88,
DejaLogic,4,3,1,0,0.75,3,3,3,0,0.0,1,0.3333,1,0,4630,3070,17746,1159,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0008,3,33.33,
kontologis,5,3,2,2,0.6,3,3,3,1,0.3333,1,0.3333,0,1,6833,3650,80499,2846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0008,3,33.08,
EAdamopoulou,5,1,4,3,0.2,0,1,1,1,1.0,1,1.0,0,3,8700,1793,75924,5443,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,32.0,
LosKarabou79397,3,2,1,2,0.6667,2,2,2,0,0.0,1,0.5,2,0,276,304,1014,58,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0005,2,30.83,
bolltzmann,3,2,1,0,0.6667,2,2,2,0,0.0,1,0.5,0,0,13412,5163,37476,4477,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,30.83,
giorgosgreen,3,2,1,0,0.6667,2,2,2,0,0.0,1,0.5,1,0,1123,557,10314,2646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,30.83,
lavidaloca51932,3,2,1,0,0.6667,2,2,2,0,0.0,1,0.5,4,0,1,18,242,76,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0005,2,30.83,
GP_74_,7,5,2,1,0.7143,0,5,5,1,0.2,1,0.2,1,3,1353,1039,18586,1062,1,0,0,135,5,10,0,0,2,0,0,0,0,0,0,0,0,0.0,0,30.0,
MatrimC110073,4,2,2,1,0.5,2,2,1,0,0.0,2,1.0,0,38,959,1450,17997,1373,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,30.0,
JSweetGR,13,9,4,4,0.6923,1,9,9,2,0.2222,1,0.1111,0,2,3265,2128,71099,6226,0,0,1,135,6,17,0,10,6,1,64,217,0,0,0,0,0,0.0003,1,29.92,
VanaT66,3,2,1,0,0.6667,1,2,2,0,0.0,1,0.5,0,1,1598,1623,40134,2464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,29.58,
2eateras,2,1,1,1,0.5,1,1,1,0,0.0,1,1.0,6,0,694,2064,14808,2642,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,28.75,
Manolo_math,2,1,1,0,0.5,1,1,1,0,0.0,1,1.0,3,0,1803,2291,11958,5253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,28.75,
VaragiosP,2,1,1,1,0.5,1,1,1,0,0.0,1,1.0,0,1,294,293,12942,1935,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003,1,28.75,
Wonderlust_K,2,1,1,2,0.5,1,1,1,0,0.0,1,1.0,0,0,430,496,15697,5248,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003,1,28.75,
despica67766915,2,1,1,0,0.5,1,1,1,0,0.0,1,1.0,0,0,846,1154,17992,2394,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003,1,28.75,
isidoragiou1,2,1,1,1,0.5,1,1,1,0,0.0,1,1.0,0,0,601,291,15282,3863,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003,1,28.75,
pnevan11,2,1,1,0,0.5,1,1,1,0,0.0,1,1.0,0,0,622,1464,8008,3633,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0003,1,28.75,
Melbourne57,6,3,3,2,0.5,2,3,3,1,0.3333,1,0.3333,2,0,1686,1950,57207,5181,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0005,2,28.33,
antileftis91560,9,3,6,0,0.3333,2,3,3,2,0.6667,1,0.3333,2,3,2263,2268,24261,690,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,27.5,
vxaz_79,2,1,1,1,0.5,0,1,1,0,0.0,1,1.0,0,0,2762,4067,24927,4569,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,27.5,
MarkRenieris,6,3,3,0,0.5,1,3,3,1,0.3333,1,0.3333,4,0,414,440,12941,1164,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0003,1,27.08,
Abovelaw13,18,8,10,4,0.4444,8,8,8,0,0.0,1,0.125,29,8,1071,612,11117,1731,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0022,8,26.8,
nikos_aggelakis,11,6,5,5,0.5455,3,6,5,0,0.0,2,0.3333,1,5,554,1161,11678,5244,1,0,0,135,4,8,1,3,2,1,41,4,1,0,0,0,0,0.0008,3,26.18,
bobidion,7,3,4,2,0.4286,2,3,3,1,0.3333,1,0.3333,4,0,5715,2892,51696,5268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,2,25.83,
RXRqdEgogik2Z9P,25,7,18,1,0.28,7,7,3,0,0.0,5,0.7143,0,1,3606,1053,22661,2464,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0019,7,25.69,
Veltsi_Legacy,11,5,6,3,0.4545,1,5,5,2,0.4,1,0.2,0,1,1232,580,12888,945,1,0,1,135,6,12,1,2,2,1,41,4,0,0,0,0,0,0.0003,1,25.16,
Philipos1991486,8,4,4,2,0.5,4,4,4,0,0.0,1,0.25,3,0,33,126,643,45,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0011,4,25.0,
